sent_id,tokens,dep_labels
ess_1582,"'ROOT', 'Ama', 'biz', 'dosttuk', 've', 'yine', 'dost', 'kalabiliriz', '""', 'diye', 'seslenmiş', 'çaresizce', '.'","42, 39, 32, 30, 10, 3, 17, 15, 38, 9, 17, 3, 38"
news_1748,"'ROOT', '27', 'ülkede', 'iştiraki', 've', '15', 'ülkede', 'ortaklığı', 'bulunan', 'şirketin', '60', 'bin', 'çalışanı', 'var', '.'","42, 33, 35, 32, 10, 33, 17, 17, 1, 31, 31, 25, 32, 39, 38"
ins_1865,"'ROOT', 'Kızılay', 'Bayrağı', 'Yapıyoruz'","42, 31, 34, 39"
ins_1068,"'ROOT', 'Birden', ',', 'içinde', 'bir', 'kıvılcımın', 'çaktığını', 'hissetti', '.'","42, 3, 38, 35, 21, 32, 12, 39, 38"
bio_587,"'ROOT', 'Yıl', ""Marşı'nı"", 'söylemeye', 'başladılar', '.'","42, 31, 34, 30, 39, 38"
news_766,"'ROOT', 'Pfizer', 'kaynakları', ',', ""Viagra'nın"", 'piyasaya', 'sürüldüğü', '1998', 'yılından', 'beri', 'ilacın', 'kadınlar', 'için', 'etkili', 'olacak', 'muadilini', 'geliştirmek', 'için', 'de', 'tüm', 'dünyada', 'en', 'azından', '10', 'şirketin', 'araştırmalar', 'yürüttüğünü', ',', 'kendilerinin', 'de', 'bu', 'yönde', 'çabalarının', 'sürdüğünü', 'belirtiyorlar', '.'","42, 31, 32, 38, 32, 35, 1, 33, 35, 9, 31, 35, 9, 5, 5, 34, 2, 9, 4, 21, 35, 3, 5, 33, 32, 34, 12, 38, 31, 4, 21, 35, 32, 17, 39, 38"
ins_41,"'ROOT', '-', 'Onu', 'bilmeyecek', 'ne', 'var', '!', 'Yeşim', 'yanarsa', 'başından', 'aşağı', 'bir', 'kova', 'su', 'boşaltırım', '.'","42, 38, 34, 1, 32, 39, 38, 32, 2, 35, 34, 21, 5, 34, 17, 38"
bio_1610,"'ROOT', 'Turhan', ""İstanbul'da"", 'ilk', 'tatil', 'gününü', 'halifenin', 'Cuma', ""Alayı'nı"", 'seyretmeye', 'ayırdı', '.'","42, 32, 35, 5, 31, 34, 31, 31, 34, 12, 39, 38"
news_1348,"'ROOT', '*', 'Geçici', 'personel', ',', 'her', 'ay', 'için', 'bir', 'gün', 'ücretli', 'izne', 'hak', 'kazanacak', '.'","42, 38, 5, 32, 38, 21, 35, 9, 21, 35, 5, 35, 39, 14, 38"
bio_1193,"'ROOT', 'Bu', 'bestecilerden', 'sadece', 'birkaç', 'yapıt', 'da', 'değil', '.'","42, 21, 35, 3, 21, 39, 4, 7, 38"
ins_1265,"'ROOT', 'Su', 'en', 'güzel', 'günlerdeki', 'gibi', 'pırıl', 'pırıl', '.'","42, 32, 3, 5, 35, 9, 39, 16, 38"
news_722,"'ROOT', 'Sakat', 've', 'cezalı', 'çok'","42, 32, 10, 17, 39"
ins_177,"'ROOT', 'Çok', 'can', 'verdik', '.'","42, 5, 39, 14, 38"
news_596,"'ROOT', '""Bu', 'Sevgililer', ""Günü'nde"", 'de', 'ayıcık', 'almak', 'istemiyorum', '""', 'diyenlerin', 'yardımına', 'ise', 'giyim', 'mağazaları', 'koşuyor', '.'","42, 21, 31, 35, 4, 34, 41, 12, 38, 31, 35, 18, 31, 32, 39, 38"
ins_233,"'ROOT', 'Netice', 'itibarıyla', 'müşteri', 'memnuniyeti', 'aslında', 'tek', 'tek', 'müşterilerin', 'değil', ',', 'pazarın', 'memnuniyetini', 'ölçer', '.'","42, 31, 35, 31, 32, 3, 5, 16, 31, 7, 38, 17, 34, 39, 38"
ess_1350,"'ROOT', ""Mağara'nın"", 'ilk', 'öyküsü', 'İkinci', 'Hasan', ',', 'Papirüs', 'dergisinde', 'yayınlanınca', ""Papirüs'ü"", 'okuyan', 'kızlı', '-', 'erkekli', 'bir', 'öğrenci', 'kesiminde', '-', 'onların', 'evrensel', 'gerçeklerini', 'yansıttığından', '-', 'büyük', 'bir', 'yankı', 'uyandırır', '.'","42, 31, 5, 32, 5, 35, 38, 31, 35, 30, 34, 1, 5, 38, 16, 21, 17, 25, 38, 30, 31, 5, 5, 38, 5, 21, 34, 39, 38"
bio_1394,"'ROOT', 'Sanatçı', 'konuya', 'değinmedi', ',', 'gözleri', 'dolu', 'dolu', 'şunları', 'söyledi', ':', '""', 'Benim', 'için', 'Zeki', 'ölmedi', ';', 'yaşıyor', '.""'","42, 32, 34, 39, 38, 32, 3, 16, 34, 17, 38, 38, 35, 9, 32, 37, 38, 17, 38"
bio_216,"'ROOT', 'Ben', 'se', ',', '""daha', 'güzel', 'olmasına', 'gerek', 'yok', '""', 'diye', 'direnirdim', '.'","42, 32, 18, 38, 3, 5, 12, 12, 14, 38, 9, 39, 38"
bio_1277,"'ROOT', 'Bir', 'yerde', '1', '.'","42, 21, 35, 39, 38"
pop_989,"'ROOT', 'Alman', 'milli', 'takımı', 'kalecisi', 'Harald', '""', 'Toni""', ""Schumacher'in"", '1986', 'Dünya', 'Kupası', 'yarı', 'final', 'maçında', 'Fransız', 'Patrick', ""Rallislon'a"", '""girişi""ydi', '.'","42, 31, 5, 31, 30, 31, 38, 25, 25, 33, 31, 31, 5, 31, 35, 5, 35, 25, 39, 38"
ess_1399,"'ROOT', 'Bunlar', 'arasında', ',', 'soyluluk', ',', 'neredeyse', 'Ortaçağ', 'ile', 'özdeşleşmiştir', '.'","42, 31, 5, 38, 32, 38, 3, 30, 30, 39, 38"
news_449,"'ROOT', 'Gittiği', 'her', 'seçim', 'bölgesinde', 've', 'televizyon', 'konuşmalarında', 'çekilme', 'konusunu', 'işleyen', 'Çiller', ',', 'farkı', 'üçe', 'çıkararak', ""Yılmaz'dan"", 'noter', 'destekli', 'imza', 'istiyor', '.'","42, 1, 21, 31, 35, 10, 31, 17, 31, 34, 1, 32, 38, 34, 34, 2, 35, 35, 5, 34, 39, 38"
pop_815,"'ROOT', 'Peşinden', 'First', 'Lady', 'ekrana', 'getirildi', '...'","42, 35, 32, 25, 35, 39, 38"
pop_155,"'ROOT', 'Element', ':', 'Toprak'","42, 39, 38, 37"
ins_317,"'ROOT', 'Sol', 'elinden', 'kalemi', 'hiç', 'düşürmezdi', '.'","42, 5, 35, 34, 3, 39, 38"
news_1421,"'ROOT', 'Fakat', 'onlar', 'genellikle', 'akışkan', 've', 'hatta', 'Salvador', ""Dali'nin"", 'The', 'Persistence', 'of', 'Memory', 'resmindeki', 'eriyen', 'saat', 'gibidirler', '.'","42, 10, 32, 3, 5, 10, 10, 31, 25, 31, 25, 25, 25, 5, 1, 35, 39, 38"
bio_412,"'ROOT', 'Durumu', 'alenen', 'yer', 'çekimine', 'karşı', '.'","42, 32, 3, 39, 14, 9, 38"
ess_591,"'ROOT', ""Nakuru'da"", 'kent', 'meydanında', '...'","42, 35, 31, 39, 38"
bio_914,"'ROOT', 'Bu', 'gece', 'bize', 'yetmezdi', '.'","42, 21, 32, 35, 39, 38"
pop_1129,"'ROOT', '-', 'Ağrıları', 'kesiyor', '.'","42, 38, 34, 39, 38"
news_947,"'ROOT', 'Bankada', 'Çukurova', ""Grubu'na"", 'ait', 'bulunan', 'yüzde', ""45'lik"", 'hissenin', '5.5', 'puanlık', 'bir', 'kısmı', ',', 'Çukurova', 'bünyesindeki', 'Genel', ""Sigorta'da"", 'bulunuyor', ',', 'ancak', 'sigorta', 'mevzuatı', 'gereği', 'bu', 'pay', 'satılamıyor', '.'","42, 35, 35, 25, 9, 1, 33, 5, 31, 33, 5, 21, 32, 38, 31, 5, 5, 35, 39, 38, 10, 31, 31, 35, 21, 32, 17, 38"
news_559,"'ROOT', 'GALLER', 'Prensesi', ',', 'kalplerin', 'kraliçesi', ',', ""İngiltere'nin"", 'gülü', '...'","42, 31, 39, 38, 31, 17, 38, 31, 17, 38"
pop_115,"'ROOT', 'Ama', '""tükürülesi""', 'heykeller', 'adım', 'başı', '.'","42, 10, 5, 32, 39, 14, 38"
ins_1069,"'ROOT', 'Ansiklopediler', 'en', 'alt', 'raftadır', '.'","42, 32, 3, 5, 39, 38"
pop_1273,"'ROOT', 'Sözleşmelerin', 'kurdu', 'olmanızı', 'sağlayacak', '.'","42, 31, 34, 12, 39, 38"
pop_1467,"'ROOT', 'Malzemeler', ':'","42, 39, 38"
ess_781,"'ROOT', 'Atatürk', 'ne', 'demiş', ':', ""Baykal'ın"", 'yaptığı', 've', 'söylediği', 'hiçbir', 'şey', 'kimseyi', 'şaşırtmıyordur', 'artık', 'herhalde', '.'","42, 32, 34, 39, 38, 32, 1, 10, 17, 21, 32, 34, 17, 3, 3, 38"
news_1296,"'ROOT', 'Kredi', 'kullanımı', 'şirketler', 've', 'tüketicilerde', 'düşük', '.'","42, 31, 32, 35, 10, 17, 39, 38"
ins_1219,"'ROOT', '-', 'Siz', 'yine', 'ona', 'gidiniz', '.'","42, 38, 32, 3, 35, 39, 38"
pop_790,"'ROOT', 'Köçeoğulları', ',', '19', '.'","42, 39, 38, 35, 38"
news_1888,"'ROOT', 'Bunlar', 'arasında', 'radikalleşme', ',', ""Londra'daki"", '7', 'Temmuz', 'saldırılarını', 'anlatan', '""7', '/7""', ',', ""Britanya'da"", 'Müslümanların', 'yoğun', 'yaşadığı', 'yerleri', 'ifade', 'etmekte', 'kullanılan', 've', 'giderek', 'İslami', 'teröre', 'atıf', 'haline', 'gelen', '""Londonistan', '""', 'ile', 'Guantanamo', ""Üssü'nü"", 'niteleyen', '""', 'Gitmo', '""', 'var', '.'","42, 31, 35, 34, 38, 5, 33, 31, 17, 1, 32, 25, 38, 35, 31, 5, 1, 34, 35, 15, 1, 10, 2, 31, 30, 35, 17, 14, 17, 38, 9, 31, 34, 1, 38, 17, 38, 39, 38"
bio_611,"'ROOT', '-', 'Nihaventten', 'pek', 'güzel', 'opera', 'olur', '.'","42, 38, 35, 3, 5, 34, 39, 38"
bio_1733,"'ROOT', 'Felaket', 'bir', 'adaptasyon', 'sorunu', 'yaşıyordum', '.'","42, 5, 21, 31, 34, 39, 38"
ins_121,"'ROOT', 'Çok', 'para', 'yer', 'ama'","42, 5, 34, 39, 10"
pop_1016,"'ROOT', 'Cami', 'Bey', ',', ""1945'te"", 'tek', 'parti', 'düzenine', 'karşı', 'çıkan', 'Sabiha', 've', 'Zekeriya', ""Sertel'in"", 'Tan', 'gazetesinde', 'yazmaya', 'başlamıştı', '.'","42, 32, 14, 38, 35, 5, 31, 35, 1, 14, 31, 10, 17, 25, 31, 35, 12, 39, 38"
ess_340,"'ROOT', '""', 'Fetva', 'ile', 'veyahut', 'şu', ',', 'bu', 'gibi', 'telkinatla', 'milleti', 'irticaya', 'sevketmek', 'isteyenlerin', 'yeri', 'zindan', 'olacaktır', '.'","42, 38, 35, 9, 3, 5, 38, 16, 9, 31, 34, 27, 41, 31, 32, 34, 39, 38"
pop_706,"'ROOT', 'İşte', 'benim', 'bu', 'uyanıklık', 'tecrübelerimin', 'birisi', ',', 'evin', 'garajına', 'yerleştirmiş', 'olduğum', 'seksen', 'adet', 'yüksek', 'alkollü', 'şişenin', 'bir', 'akşam', 'ardı', 'ardına', 'bomba', 'gibi', 'patlayarak', 'paramparça', 'olmalarıyla', 'sonlandı', '.'","42, 3, 31, 21, 31, 31, 32, 38, 31, 35, 12, 1, 33, 13, 5, 5, 32, 21, 35, 3, 16, 3, 9, 2, 31, 35, 39, 38"
news_1301,"'ROOT', 'Genel', 'Müdür', 'Sığın', ',', 'yeni', 'Bankalar', ""Yasası'nın"", ',', 'mali', 'sistemin', 'uluslararası', 'standartlara', 'taşınmasında', 'önemli', 'bir', 'adım', 'olduğunu', 'ifade', 'etti', '.'","42, 5, 30, 32, 38, 5, 31, 32, 38, 5, 32, 5, 31, 35, 5, 21, 34, 12, 39, 15, 38"
pop_1862,"'ROOT', 'Öykümü', '(', 'Vahhabi', 'Sünni', 'Hambeli', 'mezhebinin', 'bir', 'tarikatı', '.)', 'Suudiler', 'de', 'ondan', 'duymuşlardı', '.'","42, 34, 38, 31, 17, 17, 31, 21, 6, 38, 32, 4, 35, 39, 38"
bio_1063,"'ROOT', 'Onun', 'tarafından', 'bana', 'verilen', 'bu', 'görev', 'hoşuma', 'gidiyor', ',', 'ama', 'sınav', 'da', 'hayli', 'terletici', ':', 'Ya', 'Enis', 'Batur', 'beni', 'deniyorsa', '?'","42, 31, 35, 35, 1, 21, 32, 39, 14, 38, 10, 32, 4, 3, 17, 38, 22, 32, 25, 34, 37, 38"
pop_1559,"'ROOT', 'Hazırlanışı', ':'","42, 39, 38"
pop_1327,"'ROOT', 'Bu', 'bana', 'çok', 'iğrenç', 'gelmişti', '.'","42, 32, 35, 3, 35, 39, 38"
bio_523,"'ROOT', 'Bundan', 'önce', 'de', 'zaman', 'zaman', 'telefon', 'edip', ',', 'dalga', 'geçenler', ',', 'konuşmak', 'isteyenler', ',', 'arkadaşlık', 'teklif', 'edenler', 'olmuştu', 'ama', 'Şeker', 'onlardan', 'çok', 'çok', 'farklı', 'ydı', '.'","42, 35, 9, 4, 35, 16, 2, 15, 38, 32, 14, 38, 41, 17, 38, 34, 17, 15, 39, 10, 32, 34, 3, 16, 17, 18, 38"
ins_1073,"'ROOT', 'Dakikalar', 'ilerledikçe', 'endişemiz', 'büsbütün', 'artıyordu', '.'","42, 32, 2, 32, 3, 39, 38"
news_1935,"'ROOT', ""Lorant'ın"", 'sabrı', 'taştı'","42, 32, 39, 14"
news_1428,"'ROOT', 'Basına', 'açık', 'olan', 'kısımda', 'bir', 'konuşma', 'yapan', 'Çalışma', 've', 'Sosyal', 'Güvenlik', 'Bakanı', 'Murat', 'Başesgioğlu', ',', 'İş', 'Yasası', 'Taslağının', 'çalışmalarına', 'başlanıldığını', 've', 'son', 'aşamasına', 'gelindiğini', 'söyledi', '.'","42, 35, 5, 1, 35, 21, 34, 1, 31, 10, 5, 17, 30, 32, 25, 38, 31, 31, 31, 31, 12, 10, 5, 35, 17, 39, 38"
pop_1539,"'ROOT', 'Yanında', 'da', 'en', 'sevdiği', 'aşçılarını', 've', 'hizmetkarlarını', 'götürüyor', '.'","42, 35, 4, 3, 1, 34, 10, 17, 39, 38"
bio_5,"'ROOT', 'iyi', 'tabiyetliyim', ',', 'gezmeyi', 'dozmayı', ',', 'diskolara', 'neyin', 'gitmeyi', 'pek', 'severim', '.'","42, 5, 39, 38, 34, 16, 38, 35, 3, 17, 3, 17, 38"
ins_926,"'ROOT', 'Atom', 'enerjisinden', 'söz', 'ettiği', 'zaman', 'ne', 'radyum', 'keşfedilmiş', 'ne', 'de', 'telsiz', 'telefonla', 'haberleşme', 'bulunmuştu', '.'","42, 31, 34, 1, 15, 35, 11, 32, 39, 11, 10, 5, 35, 32, 17, 38"
bio_1863,"'ROOT', 'Felsefe', 'sürekli', 'sorgulanmayanı', 'sorgular', '.'","42, 32, 3, 34, 39, 38"
news_1915,"'ROOT', 'Haftanın', 'albümleri'","42, 31, 39"
pop_71,"'ROOT', 'Sanalın', 'kolaycılığına', 'sığınmak', '...'","42, 31, 35, 39, 38"
ess_1059,"'ROOT', 'Ertesi', 'gün', '""', 'Ölümden', 'Öteye', '""', 'diye', 'bir', 'yazı', 'yazdım', ""Milliyet'te"", '.'","42, 5, 25, 38, 30, 30, 38, 9, 21, 34, 39, 35, 38"
news_1889,"'ROOT', 'Sadece', 'polis', 'teşkilatının', '12', 'saatlik', 'vardiyalar', 'halinde', 'çalıştırdığı', 'memurlarına', 'verdiği', 'fazla', 'mesai', 'ücretleri', 've', 'güvenli', 'ekipmanı', 'harcamaları', 'hesaba', 'katılırsa', ',maliyetin', '2', 'milyon', 'sterlini', 'bulduğu', 'ifade', 'edildi', '.'","42, 3, 31, 32, 33, 5, 31, 35, 1, 35, 1, 5, 31, 32, 10, 31, 31, 17, 35, 2, 32, 33, 25, 34, 19, 39, 15, 38"
bio_293,"'ROOT', 'İçimde', ',', 'yeni', 'bir', 'deneme', 'yapmanın', 've', 'başarılı', 'olmanın', 'rahatlığı', 've', 'sevinci', 'vardı', '.'","42, 35, 38, 5, 21, 34, 31, 10, 17, 15, 32, 10, 17, 39, 38"
news_1495,"'ROOT', 'Yani', 'bizim', 'güneyimizde', 'çok', 'önemli', 'bir', 'komşu', 'Irak', '.'","42, 22, 31, 35, 3, 5, 21, 39, 32, 38"
ess_871,"'ROOT', 'Öğrenciler', 'zaten', 'yeteri', 'kadar', 'aile', 'desteği', 'alamıyorlar', '.'","42, 32, 3, 5, 9, 31, 34, 39, 38"
ins_118,"'ROOT', 'Hayır', ',', 'cevabını', 'kabul', 'etmeyen', 'sorularmış', '...'","42, 22, 38, 34, 1, 15, 39, 38"
pop_1959,"'ROOT', 'Bunun', 'üzerine', 'hükümet', ',', 'bir', 'yanlış', 'anlaşılma', 'olduğunu', 'söyleyerek', 'özür', 'dilemiş', ';', 'ancak', 'ilişkiler', 'bir', 'süre', 'eski', 'sıcaklığından', 'uzak', 'kalmıştır', '.'","42, 31, 30, 32, 38, 21, 5, 34, 12, 2, 39, 14, 38, 10, 32, 21, 35, 5, 35, 17, 14, 38"
ins_547,"'ROOT', 'Size', 'bir', 'mesajım', ',', 'daha', 'doğrusu', 'sizden', 'bir', 'ricam', 'var', 'arkadaşlar', '.'","42, 35, 21, 32, 38, 3, 5, 35, 21, 17, 39, 40, 38"
ins_44,"'ROOT', 'Eserlerinden', 'bazıları', ':', 'Güvercin', 'Kayaları', ',', 'Beyaz', 'Bisiklet', ',', 'Sevgiyle', 'Dönsün', 'Dünya', '.'","42, 31, 39, 38, 32, 25, 38, 17, 25, 38, 17, 25, 25, 38"
news_1158,"'ROOT', 'Çocukların', '18', 'yaşına', 'kadar', 'genel', 'eğitim', 'görmeleri', 'gerektiği', 'giderek', 'kabul', 'görmektedir', '.'","42, 32, 33, 35, 9, 5, 34, 19, 19, 2, 39, 14, 38"
pop_109,"'ROOT', 'Tren', 'istasyonu', 'ile', 'limanın', 'aynı', 'yerde', 'olduğu', 'bir', 'kasabaydı', 'burası', '.'","42, 31, 32, 9, 17, 5, 35, 1, 21, 39, 32, 38"
ins_20,"'ROOT', 'Ayakkabılarınızı', 'giyip', 'çıkarırken', 'ayaklarını', 'korumak', 'için', 'deri', 'saran', 'ilk', 'insanları', 'düşünün', '.'","42, 34, 2, 16, 34, 2, 9, 34, 1, 5, 34, 39, 38"
news_1466,"'ROOT', 'Topa', 'vuruş', 'tekniği', 've', 'soğukkanlılığı', ',', 'birçok', 'tecrübeli', 'futbolcuyu', 'kıskandırıyor', '.'","42, 35, 31, 32, 10, 17, 38, 21, 5, 34, 39, 38"
bio_113,"'ROOT', 'Damak', 'zevkimin', 'gelişmesinde', 'babamın', 'büyük', 'rolü', 'olmuştur', 'yani', '...'","42, 31, 31, 35, 31, 5, 32, 39, 4, 38"
ess_1720,"'ROOT', 'ÇEVİR', 'KAZI', 'YANMASIN', 'Kendi', 'içinde', 'ki', 'bu', 'çatışma', ',', 'yalnızca', 'o', 'beyinsizler', 'arasında', 'dönüp', 'dursa', 'iyi', '...'","42, 30, 31, 25, 31, 5, 9, 21, 35, 38, 3, 21, 31, 5, 30, 30, 39, 38"
pop_1979,"'ROOT', 'Maçı', 'yedi', '-', 'sekiz', 'kişi', 'bağırış', 'çağırış', 'seyrediyorduk', ';', ""Schumacher'in"", 'hareketiyle', 'odamızda', 'hayat', 'durdu', '.'","42, 34, 33, 38, 25, 35, 3, 16, 39, 38, 31, 35, 35, 32, 17, 38"
pop_368,"'ROOT', ""KOP'un"", 'başkanı', 've', 'genel', 'sekreteri', 'Kıbrıs', 'Rum', 'toplumundan', ',', 'asbaşkanı', 'ise', 'Türk', 'cemaatinden', 'seçiliyordu', '.'","42, 31, 32, 10, 5, 17, 31, 5, 35, 38, 17, 18, 31, 17, 39, 38"
news_1143,"'ROOT', 'Bilimciler', 'çalışmaya', 'katılan', 'deneklerde', 'mavi', 'bir', 'kare', 'ile', 'ilgili', 'olumsuz', 'anı', 'oluşturmaya', 'çalıştılar', '.'","42, 32, 35, 1, 35, 5, 21, 34, 9, 5, 5, 34, 12, 39, 38"
news_1609,"'ROOT', 'İnsanın', 'beynini', 'durduracak', 'kadar', '.'","42, 31, 34, 39, 9, 38"
bio_433,"'ROOT', ""Berlin'de"", ',', 'her', 'gün', 'biraz', 'daha', 'fazla', 'ısınmaya', 'başladığım', 'bu', 'ülkeyi', 'daha', 'iyi', 'tanıyabilmek', 'amacıyla', 'Türkler', 've', 'Almanlar', 'arasındaki', 'geleneksel', 'bağları', 'konu', 'alan', 'belgeleri', 'araştırdım', '.'","42, 35, 38, 21, 35, 3, 3, 3, 12, 1, 21, 34, 3, 3, 31, 35, 31, 10, 17, 5, 5, 34, 1, 14, 34, 39, 38"
ess_533,"'ROOT', 'BEN', 'DE', 'yaparım', '.', '""', 'Kum', 'saati', 'misali', 'akıp', 'giden', 'bir', 'ömür', '.'","42, 32, 4, 2, 38, 38, 31, 31, 3, 2, 1, 21, 39, 38"
ess_1071,"'ROOT', 'Baktı', 'ki', 'geldiği', 'yer', 'yine', 'parktı', '.'","42, 30, 29, 1, 34, 3, 39, 38"
pop_1962,"'ROOT', 'Spor', 'kulüplerinin', 'mülkiyetinde', '61', ',', 'özel', 'kuruluşların', 've', 'kooperatiflerin', 'mülkiyetinde', 'birer', 'saha', 'kayıtlı', '.'","42, 31, 31, 35, 33, 38, 5, 31, 10, 17, 17, 17, 32, 39, 38"
news_60,"'ROOT', 'Bu', 'oy', 'oranlarına', 'bakarak', 'bazı', 'değerlendirmeler', 'yapabiliriz', '.'","42, 21, 31, 35, 2, 21, 34, 39, 38"
ins_592,"'ROOT', 'Sahne', 'de', 'müzik', ',', 'kostüm', 've', 'makyaj', 'gibi', 'dansa', 'eşlik', 'eden', 'önemli', 'bir', 'öğedir', '.'","42, 32, 4, 5, 38, 17, 10, 17, 9, 35, 1, 15, 5, 21, 39, 38"
bio_1700,"'ROOT', 'Aylin', ',', 'başını', 'çevirip', 'yana', 'doğru', 'baktı', 've', 'gözleri', 'yine', 'o', 'kapkara', 'delici', 'bakışlarla', 'buluştu', '.'","42, 32, 38, 34, 2, 35, 9, 39, 10, 32, 3, 21, 5, 5, 34, 17, 38"
ess_553,"'ROOT', 'Ne', 'diyor', 'Onat', ':', 'Takvimler', 'hala', 'o', 'günü', 'gösteriyormuşçasına', 'hissedersin', 'ama', 'o', 'gün', 'o', 'gün', 'değildir', '.'","42, 34, 39, 32, 38, 32, 3, 21, 34, 2, 17, 10, 21, 32, 21, 34, 17, 38"
pop_344,"'ROOT', 'Size', 'ya', 'katlanır', 'ya', 'da', 'kalbinizi', 'kırar', '.'","42, 35, 11, 39, 10, 10, 34, 17, 38"
bio_629,"'ROOT', '""', 'Baskı', 'yok', 'tu', '.'","42, 38, 32, 39, 18, 38"
pop_1358,"'ROOT', '""Burası', 'kent', 'değil', ',', 'çeyiz', 'sandığı', '...""'","42, 32, 39, 7, 38, 31, 17, 38"
bio_1991,"'ROOT', 'Alanya', ',', '4', 'Mayıs'","42, 39, 38, 33, 17"
ins_745,"'ROOT', 'Şimdi', 'de', 'daha', 'eski', 'dönemlere', 'uzanalım', '.'","42, 3, 4, 3, 5, 35, 39, 38"
news_1686,"'ROOT', 'Bu', 'açıklamaların', 'açmazın', 'doğru', 'çözümü', 'olup', 'olmadığını', 'bilmiyoruz', '.'","42, 21, 32, 31, 5, 34, 12, 16, 39, 38"
bio_995,"'ROOT', ""TV'den"", 'Beklediğim', 'Çağrı', 'Yapıldı'","42, 34, 1, 32, 39"
ess_448,"'ROOT', 'Ama', 'nedense', ',', 'anlatmak', 'istediğimiz', 'şeylerin', 'boyutları', ',', 'biz', 'hissettikçe', 'çoğalır', ';', 'tam', 'dünyayı', 'kucaklayacak', 'ken', ',', 'dünya', 'kucağımızdan', 'düşer', ',', 'bir', 'kâşane', 'gibi', 'dağılır', '.'","42, 29, 17, 38, 41, 1, 31, 34, 38, 32, 2, 39, 38, 3, 34, 2, 18, 38, 32, 35, 17, 38, 21, 3, 9, 17, 38"
pop_1840,"'ROOT', '""', 'Lagari', 'Hasan', 'Çelebi', ',', 'Murad', ""Han'ın"", 'Kaya', 'Sultan', 'adındaki', 'lekesiz', 'bir', 'yıldızı', 'andıran', 'kız', 'evlâdı', 'dünyaya', 'geldiği', 'gece', ',', 'bu', 'sevince', 'kendisini', 'kurban', 'etmek', 'istedi', '.'","42, 38, 32, 25, 25, 38, 31, 25, 30, 25, 5, 5, 21, 34, 1, 31, 32, 35, 1, 35, 38, 21, 35, 34, 41, 15, 39, 38"
bio_882,"'ROOT', 'Kelepçeye', 'gözyaşı'","42, 35, 39"
bio_1309,"'ROOT', 'Akla', 'gelebilen', 'tüm', 'kötücül', 'kelimeler', 'belleğinde', 'cirit', 'atıyor', '.'","42, 35, 1, 21, 5, 32, 35, 39, 14, 38"
ess_751,"'ROOT', 'Nerdeyse', 'hiçbirini', 'tanımadığım', 'insanların', 'arasında', '.'","42, 3, 34, 1, 31, 39, 38"
bio_147,"'ROOT', 'İş', 'bitmiştir', 've', 'siz', 'hâlâ', 'öfkeden', 'barut', 'fıçısı', 'gibi', 'sinizdir', 've', 'burnunuzdan', 'solumaktasınızdır', '...'","42, 32, 39, 10, 32, 3, 35, 31, 17, 9, 18, 10, 17, 14, 38"
news_150,"'ROOT', 'Dönem', 'Dördüncü', 'Yasama', ""Yılı'na"", 'bugün', 'yapılacak', 'törenle', 'başlayacak', '.'","42, 32, 33, 31, 35, 35, 1, 35, 39, 38"
ins_525,"'ROOT', 'Kazazedeyi', 'Gözden', 'Kaybetme'","42, 34, 39, 14"
bio_1327,"'ROOT', 'Dikkatle', 'yüzüme', 'baktı', '.'","42, 3, 34, 39, 38"
news_670,"'ROOT', 'Sinan', ""Engin'in"", '26', ""Nisan'da"", 'başlayan', 'Brezilya', 'seferi', ',', '6', 'Mayıs', 'Pazartesi', 'günü', 'sona', 'erecek', '.'","42, 31, 25, 33, 35, 1, 31, 32, 38, 33, 31, 28, 35, 39, 14, 38"
ess_1415,"'ROOT', 'İsa', 'aleyhisselam', ',', 'teklifi', 'reddetmiştir', '.'","42, 32, 25, 38, 34, 39, 38"
pop_1590,"'ROOT', 'Antep', 'fıstığı', '(', 'şam', 'fıstığı', ')'","42, 32, 39, 38, 31, 17, 38"
bio_172,"'ROOT', 'Sabaha', 'kadar', 'bir', 'asker', 'su', 'getirdi', '.'","42, 35, 9, 21, 32, 34, 39, 38"
ess_157,"'ROOT', 'Böylece', 'namaz', ',', 'oruç', ',', 'zekat', 've', 'hac', 'ibadetlerinin', 'yerine', 'getirilmiş', 'olması', ',', 'kişinin', ',', 'imana', 'ilişkin', 'ilkeleri', 'tasdik', 'etmesi', 'şartına', 'bağlanmıştır', ',', 'imansız', 'ibadet', 'boş', 'olduğu', 'gibi', ',', 'ibadetsiz', 'iman', 'da', 'boş', '(', 'karşılıksız', ')', 'sayılır', '.'","42, 3, 31, 38, 17, 38, 17, 10, 17, 31, 12, 14, 19, 38, 32, 38, 5, 9, 34, 31, 15, 35, 39, 38, 5, 32, 34, 2, 9, 38, 5, 32, 4, 41, 38, 5, 38, 17, 38"
news_1521,"'ROOT', 'Birçoğu', 'daha', 'önce', 'başka', 'erkek', 'arkadaşı', 'olmuş', 'olsa', 'bile', 'flört', 'döneminde', 'cinsel', 'yakınlıkları', 'sınırlı', 'tutmuşlar', 've', 'ahlaki', 'ya', 'da', 'dini', 'gerekçelerle', 'cinsel', 'birleşme', 'denemesinde', 'bulunmamışlardır', '.'","42, 32, 3, 3, 5, 31, 32, 2, 7, 3, 31, 35, 31, 34, 35, 39, 10, 5, 10, 10, 17, 35, 5, 34, 34, 17, 38"
